ANIMAL;SEXO;IDADE;PESO;BICO;CIRCFCABECA;PESCOCO;ASA;TULIPA;DORSO;VENTRE;CIRCFABDOM;SOBRECOXA;COXA;CANELA;UNHAMAIOR;DATA_MEDICAO;DEDOMAIOR;PESO_ANTERIOR;GANHO_PESO
202;Macho;28.0;365.0;1.9;8.8;10;12;6;25.5;23;17.5;6;7;4;5;02-07-2024;;370.0;-5.0
204;Macho;28.0;460.0;2.5;9.1;8.3;11.1;6;32.5;32;18.5;8.5;8.9;4.6;5.3;02-07-2024;;293.0;167.0
205;Fêmea;28.0;505.0;1.6;8.7;8.5;11.6;5.7;24.7;24.3;16.7;4.6;7.2;4.2;4.3;02-07-2024;;270.0;235.0
206;Macho;28.0;335.0;1.7;9.7;9.8;12.6;5.8;29.7;29.8;20.4;5.5;9.3;5;5.2;02-07-2024;;318.0;17.0
207;Macho;28.0;580.0;1.6;8.7;9.8;10.6;6;26.4;25.3;18;5.6;6.3;4.4;4.5;02-07-2024;;20.0;560.0
208;Fêmea;28.0;455.0;2.1;8.9;8.2;11.3;5.3;27.7;27.1;18.5;6.5;7;4;4.2;02-07-2024;;327.0;128.0
209;Fêmea;28.0;560.0;1.5;8.4;6;9;4;25;24;16.5;5;6;4;5;02-07-2024;;234.0;326.0
210;Macho;28.0;385.0;2.0;9;10;11;6.5;26;23;19;7;7;4;5.5;02-07-2024;;;
211;Macho;28.0;525.0;2.3;8.8;8.3;8.9;4.8;22.7;22.9;15.4;4.3;5.7;3.7;3.9;02-07-2024;;260.0;265.0
212;Macho;28.0;300.0;2.3;9.1;8.4;9.9;5.5;23.3;26;17.5;7.5;7.8;4.4;5.1;02-07-2024;;243.0;57.0
213;Macho;28.0;475.0;1.6;8.7;10.6;11.1;6.6;28;24.4;17.8;9.3;8;4.9;5;02-07-2024;;291.0;184.0
214;Macho;28.0;475.0;2.1;9.3;7.5;12.7;7.2;27.6;28.4;17.7;6.3;6.7;5;4.1;02-07-2024;;324.0;151.0
216;Fêmea;28.0;440.0;2.2;8.5;11.5;10.4;4.5;27.5;24;19;5.5;8;4;4.8;02-07-2024;;246.0;194.0
217;Fêmea;28.0;450.0;1.5;8.8;8.8;10.5;5.6;25.3;23.9;16.7;5.8;5.4;4;4.5;02-07-2024;;246.0;204.0
218;Macho;28.0;500.0;2.0;8.8;7.4;13.7;5.8;27.7;26.1;18.7;6.4;7.5;4.3;4.4;02-07-2024;;216.0;284.0
219;Fêmea;28.0;470.0;2.1;8.9;7.9;10.5;7;25.9;27.3;17;7.3;6.4;3.8;4;02-07-2024;;202.0;268.0
220;Fêmea;28.0;370.0;1.8;9;7;10;5;2.5;22.2;18;5;7;4;4.5;02-07-2024;;325.0;45.0
221;Fêmea;28.0;370.0;1.8;9;7;10;5;25;22.2;18;5;7;4;4.5;02-07-2024;;266.0;104.0
222;Macho;28.0;318.0;1.5;8.5;8.8;8.7;4.6;23.6;23.4;16.3;5;7.1;4.8;4.3;02-07-2024;;339.0;-21.0
223;Fêmea;28.0;455.0;2.3;8.5;11;11.5;6.5;29;23;19;6;6;4.5;4.5;02-07-2024;;272.0;183.0
224;Macho;28.0;500.0;1.9;8.9;7.6;11.4;6.7;16.2;26.1;18.4;7.7;8;5.4;4.7;02-07-2024;;220.0;280.0
225;Macho;28.0;345.0;1.6;8.3;7.8;10.6;4.4;25.5;23.4;16.5;7.2;6.3;4.5;4.3;02-07-2024;;307.0;38.0
226;Macho;28.0;422.0;1.8;8.2;9.2;11.9;5.9;28.7;25;17.8;7.6;7.7;5.6;4.6;02-07-2024;;266.0;156.0
227;Fêmea;28.0;335.0;1.3;8;6;9;4.2;22.5;22;18;6;7;4;4.2;02-07-2024;;255.0;80.0
228;Macho;28.0;455.0;2.2;8.5;11;11;5.5;23.5;21.5;17;6;6;4;4.5;02-07-2024;;301.0;154.0
229;Macho;28.0;449.0;1.7;9;10.1;10.1;5;26.1;25;18.5;5.8;7.8;5;4.9;02-07-2024;;216.0;233.0
230;Fêmea;28.0;215.0;1.5;8.5;7;10.5;4.5;22;25;18.5;6;7;3.8;4.5;02-07-2024;;264.0;-49.0
231;Fêmea;28.0;460.0;1.6;7.3;5.1;9.6;4.6;21.8;21;13.4;4.8;4.9;3.1;3.6;02-07-2024;;166.0;294.0
232;Macho;28.0;325.0;1.6;7.3;5.1;9.6;4.6;21.8;21;13.4;4.8;4.9;3.1;3.6;02-07-2024;;116.0;209.0
233;Macho;28.0;415.0;17.0;8.5;6;9;4;24;24;16;6;6;4;4.5;02-07-2024;;177.0;238.0
