ANIMAL;SEXO;IDADE;PESO;BICO;CIRCFCABECA;PESCOCO;ASA;TULIPA;DORSO;VENTRE;CIRCFABDOM;SOBRECOXA;COXA;CANELA;UNHAMAIOR;DATA_MEDICAO;DEDOMAIOR;PESO_ANTERIOR;GANHO_PESO
184;Macho;52.0;1905.0;2.5;11.5;12.0;15.0;7.0;39.0;33.5;30.0;9.0;10.0;7.0;6.6;26-07-2024;;815.0;1090.0
185;Macho;52.0;820.0;3.0;11.0;14.0;15.0;7.0;38.0;35.0;29.0;10.0;11.0;8.0;6.5;26-07-2024;;605.0;215.0
186;Macho;52.0;770.0;2.4;11.4;10.5;16.3;7.0;35.2;33.9;23.2;9.3;10.2;5.5;7.4;26-07-2024;;580.0;190.0
187;Fêmea;52.0;400.0;1.4;8.5;8.7;11.5;5.5;27.5;24.6;19.2;6.6;7.2;5.6;5.1;26-07-2024;;190.0;210.0
188;Fêmea;52.0;895.0;2.5;11.0;11.0;13.0;7.0;37.0;37.0;26.0;9.0;9.0;6.0;7.0;26-07-2024;;640.0;255.0
189;Macho;52.0;960.0;2.3;11.0;11.0;14.0;8.0;39.0;35.0;30.0;9.5;10.5;5.5;7.5;26-07-2024;;685.0;275.0
190;Macho;52.0;905.0;2.0;11.8;13.0;15.2;6.9;39.0;37.5;27.0;8.5;11.0;7.5;8.0;26-07-2024;;670.0;235.0
191;Macho;52.0;805.0;2.3;11.0;13.0;15.0;77.0;35.0;29.0;26.0;9.0;9.0;6.0;7.4;26-07-2024;;560.0;245.0
192;Fêmea;52.0;685.0;2.5;10.0;12.0;14.0;6.0;32.0;34.0;28.3;9.0;9.0;7.0;5.5;26-07-2024;;490.0;195.0
193;Macho;52.0;835.0;2.2;10.6;14.1;14.5;4.1;36.7;30.9;26.5;9.0;7.9;6.8;6.7;26-07-2024;;670.0;165.0
194;Macho;52.0;835.0;2.5;11.0;12.0;13.0;7.5;39.0;34.5;28.0;26.0;12.0;6.0;7.2;26-07-2024;;600.0;235.0
195;Macho;52.0;1110.0;2.1;11.5;14.0;16.0;7.9;41.0;36.0;27.2;12.0;13.5;8.0;9.0;26-07-2024;;730.0;380.0
196;Fêmea;52.0;595.0;2.0;10.6;9.4;13.2;6.0;31.9;33.6;21.7;8.3;9.1;4.8;5.4;26-07-2024;;400.0;195.0
197;Macho;52.0;795.0;2.0;11.0;17.0;14.5;8.7;37.5;37.8;26.6;7.5;9.5;6.6;6.4;26-07-2024;;605.0;190.0
198;Fêmea;52.0;925.0;2.0;11.0;12.0;13.0;7.0;34.0;39.0;28.5;10.0;11.0;7.0;5.0;26-07-2024;;710.0;215.0
199;Fêmea;52.0;795.0;2.1;10.9;12.0;15.0;7.0;36.0;32.0;31.0;10.0;11.0;6.0;7.0;26-07-2024;;505.0;290.0
200;Macho;52.0;720.0;3.3;10.3;9.0;14.6;9.0;31.0;26.0;26.8;7.2;9.2;6.8;6.0;26-07-2024;;545.0;175.0
201;Fêmea;52.0;705.0;2.7;11.3;11.1;18.3;13.5;36.9;28.1;26.0;10.0;7.5;5.8;6.0;26-07-2024;;500.0;205.0
202;Macho;52.0;720.0;2.0;10.8;12.3;14.5;5.3;34.3;31.5;29.1;9.0;9.0;7.0;6.1;26-07-2024;;510.0;210.0
203;Macho;52.0;770.0;2.1;10.8;17.0;14.8;8.5;38.0;25.3;24.3;7.7;10.0;7.0;7.0;26-07-2024;;595.0;175.0
204;Fêmea;52.0;850.0;2.2;10.9;8.9;13.7;7.2;33.9;35.2;25.1;9.1;10.2;5.6;6.3;26-07-2024;;675.0;175.0
205;Macho;52.0;595.0;1.9;10.9;16.2;15.2;8.2;36.5;31.9;22.9;9.3;11.1;6.2;7.1;26-07-2024;;455.0;140.0
206;Macho;52.0;1750.0;2.8;12.8;8.7;12.5;8.2;35.0;32.0;31.0;9.0;8.5;8.0;7.0;26-07-2024;;805.0;945.0
207;Fêmea;52.0;820.0;2.0;11.0;9.4;15.0;7.0;33.3;35.6;26.6;8.1;10.0;5.1;6.1;26-07-2024;;640.0;180.0
208;Fêmea;52.0;1900.0;2.3;11.0;12.0;14.5;7.0;36.0;31.0;34.0;9.0;11.0;6.0;6.7;26-07-2024;;805.0;1095.0
209;Macho;52.0;720.0;2.3;11.3;16.0;14.3;5.9;35.9;33.2;25.2;9.8;8.8;6.1;7.5;26-07-2024;;535.0;185.0
210;Macho;52.0;775.0;2.1;11.8;14.0;15.0;6.0;39.0;38.0;27.0;7.9;12.0;7.5;7.2;26-07-2024;;670.0;105.0
211;Macho;52.0;595.0;2.1;11.0;10.1;14.0;7.3;34.5;33.3;22.9;8.2;8.5;5.8;5.6;26-07-2024;;430.0;165.0
212;Macho;52.0;895.0;2.3;11.9;16.8;15.3;6.3;40.8;34.4;25.3;9.6;11.1;7.0;6.9;26-07-2024;;655.0;240.0
213;Macho;52.0;930.0;2.4;10.7;11.2;13.3;8.0;38.3;37.5;28.0;9.0;12.2;5.9;7.0;26-07-2024;;695.0;235.0
214;Fêmea;52.0;835.0;3.0;10.5;11.0;15.0;7.0;35.0;42.0;28.0;10.0;12.0;8.0;6.5;26-07-2024;;595.0;240.0
216;Fêmea;52.0;650.0;2.5;10.5;12.0;14.0;5.5;37.0;33.0;27.0;8.0;9.0;7.0;6.0;26-07-2024;;605.0;45.0
217;Macho;52.0;775.0;2.9;11.0;13.5;13.8;6.0;37.0;30.0;26.0;9.0;9.5;7.0;6.5;26-07-2024;;555.0;220.0
218;Fêmea;52.0;935.0;3.0;11.5;13.0;15.0;7.0;37.0;38.0;29.0;10.0;11.0;7.0;7.0;26-07-2024;;620.0;315.0
219;Macho;52.0;890.0;2.5;11.5;15.0;15.0;7.0;40.0;39.0;29.0;10.0;12.0;8.0;7.0;26-07-2024;;670.0;220.0
220;Fêmea;52.0;865.0;2.1;10.7;17.5;15.8;8.3;38.5;39.0;28.0;7.0;11.0;6.5;6.7;26-07-2024;;625.0;240.0
221;Fêmea;52.0;645.0;2.1;11.0;11.0;14.0;7.0;36.0;28.0;26.0;10.0;11.0;5.6;6.5;26-07-2024;;505.0;140.0
222;Fêmea;52.0;645.0;2.0;10.1;14.0;13.0;4.8;6.6;31.9;24.0;7.8;8.4;7.0;6.8;26-07-2024;;490.0;155.0
223;Macho;52.0;715.0;2.0;10.8;15.6;13.3;7.9;36.1;36.2;25.0;9.3;9.5;4.8;6.9;26-07-2024;;505.0;210.0
224;Fêmea;52.0;910.0;2.0;11.5;13.5;14.5;7.5;39.0;32.0;30.0;10.0;10.0;6.5;7.2;26-07-2024;;640.0;270.0
225;Macho;52.0;955.0;2.0;11.0;13.0;15.5;7.5;44.0;42.0;26.5;11.0;10.0;8.0;7.5;26-07-2024;;685.0;270.0
226;Macho;52.0;615.0;2.4;9.8;12.0;13.0;6.0;33.0;32.0;23.5;8.0;11.0;7.0;5.0;26-07-2024;;460.0;155.0
227;Macho;52.0;840.0;2.0;10.7;18.0;14.8;8.5;38.0;38.3;25.5;8.0;11.0;6.6;6.5;26-07-2024;;;
228;Macho;52.0;965.0;2.8;10.8;7.0;16.5;13.0;34.3;30.5;27.5;10.5;8.5;7.0;6.4;26-07-2024;;590.0;375.0
229;Fêmea;52.0;765.0;2.0;10.5;12.0;14.5;8.5;43.0;34.0;27.0;11.0;11.0;7.5;7.0;26-07-2024;;505.0;260.0
230;Macho;52.0;870.0;2.2;11.2;10.9;15.3;7.6;35.1;36.6;28.1;9.9;11.0;5.8;6.6;26-07-2024;;605.0;265.0
231;Macho;52.0;850.0;3.0;11.3;9.2;14.4;11.0;34.6;27.8;27.0;9.4;8.0;6.0;4.5;26-07-2024;;660.0;190.0
232;Fêmea;52.0;405.0;2.0;9.5;12.5;12.9;7.5;32.0;29.0;18.8;6.4;8.5;5.6;5.7;26-07-2024;;280.0;125.0
233;Fêmea;52.0;880.0;3.2;10.5;8.2;17.0;13.5;35.5;25.3;31.7;9.0;8.0;7.0;5.9;26-07-2024;;605.0;275.0
234;Macho;52.0;620.0;2.3;11.0;12.0;13.0;7.0;33.0;33.0;23.0;8.0;12.0;5.6;7.2;26-07-2024;;480.0;140.0
235;Macho;52.0;795.0;2.2;10.2;13.2;14.0;4.5;34.5;29.5;27.0;9.3;8.2;7.4;7.9;26-07-2024;;590.0;205.0
